nama,alamat,lat,long
Satu Mangkok,"Satu Mangkok, Jalan Putri Balau, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.413887,105.275552
Kkochi Korean Streetfood,"Kkochi Korean Streetfood, Jalan Ridwan Rais, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.405578,105.285884
Gudeg Jawa,"Gudeg Jawa, Jalan Mangga, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411893,105.281797
Faust Kitchen,"Faust Kitchen, HR M. Mangoendiprodjo, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.406056,105.291088
Rumah Ikan Cafe dan Resto,"Rumah Ikan Cafe dan Resto, Jalan Ridwan Rais, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.409307,105.285862
Dapur Mamow,"Dapur Mamow, Gang Pelopor 2, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.410835,105.284838
Arion Kitchen,"Arion Kitchen, Gang T. Pesirah Marga, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411688,105.283682
Tradisi Indo,"Tradisi Indo, Gang Pelopor 3, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.410051,105.284936
Warung Bu Sum,"Warung Bu Sum, Jalan HR M. Mangoendiprodjo, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411442,105.288884
Doubel Eight Resto,"Doubel Eight Resto, Jalan Haji Syarif, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.40544,105.285922
Warung Bude,"Warung Bude, Jalan HR M. Mangoendiprodjo, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411688,105.287945
Pempek Mimi Kedamaian,"Pempek Mimi Kedamaian, Jalan Puncak, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411753,105.286774
Momah Cooking,"Momah Cooking, Jalan Puncak, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.412573,105.28683
Ayam Geprek Rahma,"Ayam Geprek Rahma, Jalan Haji Syarif, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.404613,105.286605
Pecel Lele Lamongan,"Pecel Lele Lamongan, HR M. Mangoendiprodjo, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.406611,105.292034
Warung Depa,"Warung Depa, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.40689,105.307086
Rumah Makan,"Rumah Makan, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.407814,105.29504
RM Bareh Solok,"RM Bareh Solok, Gang Rawan, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.406814,105.301249
RM Mbak Barokah,"RM Mbak Barokah, Jalan Pelita II, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.408855,105.288659
Ayam Geprek Melejit,"Ayam Geprek Melejit, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.40662,105.313791
"RM, Saidi","RM, Saidi, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.407748,105.295449
Pempek Palembang Wildan,"Pempek Palembang Wildan, Gang Tulang Bawang, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.40444,105.310445
Kantin Kaka,"Kantin Kaka, Gang Tulang Bawang, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.404649,105.310872
Pempek Arjuna,"Pempek Arjuna, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.407134,105.310083
Rumah Makan Mbak sri,"Rumah Makan Mbak sri, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.406937,105.311667
This is Brazil,"This is Brazil, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.406358,105.312486
Kedai Leuhung,"Kedai Leuhung, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.404927,105.310781
Dapur Yana 17,"Dapur Yana 17, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.406485,105.311789
Langit Renjana,"Langit Renjana, Jalan Kiwi, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.392961,105.25761
Ayam Geprek Pedes Gila,"Ayam Geprek Pedes Gila, Jalan Harimau, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39459,105.256757
Pempek Eka Ria,"Pempek Eka Ria, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397872,105.256698
Nasi Goreng Onta,"Nasi Goreng Onta, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397847,105.256553
Kantin Pempek Sultan,"Kantin Pempek Sultan, Jalan Harimau, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39389,105.256969
Angsa Satoe,"Angsa Satoe, Gang Angsa, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397427,105.257284
Ayam Suwir Netizen,"Ayam Suwir Netizen, Jalan Harimau, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.396645,105.257182
Bika Ambon Lampung,"Bika Ambon Lampung, Jalan Harimau, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397047,105.256664
Siomay & Frozen,"Siomay & Frozen, Jalan Harimau, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.394338,105.257173
Warung Mie Rania,"Warung Mie Rania, Jalan Kiwi, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39297,105.257937
Bittersweet,"Bittersweet, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397528,105.255219
Tekwan Bakso Lek Sutres,"Tekwan Bakso Lek Sutres, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.396679,105.253451
Kedai Hamdallah,"Kedai Hamdallah, Jalan Rusa, Sukamenanti, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.395746,105.251171
Kari Jepang,"Kari Jepang, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397405,105.256212
Lapau Nasi Minang,"Lapau Nasi Minang, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397498,105.256073
Seblak Azzam Melotot,"Seblak Azzam Melotot, Jalan Rusa, Sukamenanti, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.395283,105.251537
Kupat Tahu Magelang,"Kupat Tahu Magelang, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.395728,105.251097
Bakso Hazami,"Bakso Hazami, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.396408,105.252847
Mie Ayam Kancil,"Mie Ayam Kancil, Jalan Kamboja, Enggal, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.414246,105.259839
Salad uah Asinan,"Salad uah Asinan, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413593,105.265442
Tekwan & Bakso,"Tekwan & Bakso, Jalan Kamboja, Enggal, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.414537,105.259598
Kedai Maiyah,"Kedai Maiyah, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413715,105.263456
Ayam Geprek Nadhifa,"Ayam Geprek Nadhifa, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413611,105.263385
BubuR ayam Mirasa,"BubuR ayam Mirasa, Jalan Hayam Wuruk, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.409319,105.26544
Bakmi Bangka 88,"Bakmi Bangka 88, Jalan Dasamuko, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.406883,105.266533
Nasi Uduk Ibu Emah,"Nasi Uduk Ibu Emah, Jalan P. Seram, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.406132,105.266391
Pempek Adon,"Pempek Adon, Jalan Kamboja, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.414045,105.262251
Warung Santap Abah,"Warung Santap Abah, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413277,105.265143
Ampera Uni Ros,"Ampera Uni Ros, Jalan Dasamuko, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.406794,105.266487
Martabak India Harman,"Martabak India Harman, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413859,105.26339
Sate Padang Sidi,"Sate Padang Sidi, Jalan Bukit 2, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.409279,105.264852
Bakso Solo 7,"Bakso Solo 7, Jalan Hayam Wuruk, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.409862,105.2665
Sate Madura Kholil,"Sate Madura Kholil, Jalan Palau Bacan, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.407876,105.269624
Nasi Hainan,"Nasi Hainan, Jalan Palau Bacan, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.406636,105.269403
Warung Nanda Causa,"Warung Nanda Causa, Jalan P. Seram, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.40576,105.267178
Mie Anda,"Mie Anda, Jalan Palau Bacan, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.407763,105.269614
Rumah Makan,"Rumah Makan, Jalan Palau Bacan, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.406679,105.269603
Nasi Uduk Eling,"Nasi Uduk Eling, Jalan Mekarsari, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.407532,105.269725
RM Padang Jaya,"RM Padang Jaya, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419056,105.25504
Bakul Geh Ayam Geprek,"Bakul Geh Ayam Geprek, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.415916,105.255663
Griya Oebi,"Griya Oebi, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.389528,105.266535
Rii''s Kitchen and Coffe,"Rii''s Kitchen and Coffe, Jalan Kartini, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418536,105.253567
Dapur Habib,"Dapur Habib, Jalan Aziz Cindar Bumi, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420236,105.255385
Encim Genduts,"Encim Genduts, Jalan Lindu, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418792,105.25431
Pempek Mang Ujuk,"Pempek Mang Ujuk, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.415949,105.255399
Warung NAsi Uduk Jengkol,"Warung NAsi Uduk Jengkol, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419595,105.25481
Ampera Pak Atek,"Ampera Pak Atek, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.390336,105.266638
RM Uda Sayang,"RM Uda Sayang, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420522,105.254997
Sate Armada's,"Sate Armada's, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418459,105.254779
Bakso Dono,"Bakso Dono, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414562,105.256053
Warung Bude Misjon,"Warung Bude Misjon, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.4176,105.255056
Warung Makan Teteh,"Warung Makan Teteh, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414918,105.25644
Warung Mak Indul,"Warung Mak Indul, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.415687,105.256362
Mushola Al Islah,"Mushola Al Islah, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414364,105.256715
Warung Pecel Bu Wati,"Warung Pecel Bu Wati, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.41472,105.251809
Rindut,"Rindut, Jalan Danau Toba, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.391368,105.266245
Asinan Pak De Saburai,"Asinan Pak De Saburai, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.415789,105.256557
Dapoer Mama 214,"Dapoer Mama 214, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.387576,105.267306
Eat Buds,"Eat Buds, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.413976,105.256678
Bakso Tom,"Bakso Tom, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.387371,105.267287
Nasi Uduk Bi Matsu,"Nasi Uduk Bi Matsu, Gang Umi Mastia, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414961,105.25266
Warung Askan,"Warung Askan, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414478,105.253275
Nasi Uduk Mak Sisu,"Nasi Uduk Mak Sisu, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.3876,105.267069
Nasi Uduk Bandung Goceng,"Nasi Uduk Bandung Goceng, Jalan Profesor F. Haji Agus Salim, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.411687,105.249572
Kedai Cek Mar,"Kedai Cek Mar, Jalan Sasonoloyo 1, Jagabaya II, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.392341,105.266426
Mak Benk Gorengan,"Mak Benk Gorengan, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414692,105.252832
Tiga Saudara,"Tiga Saudara, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414251,105.253149
Warung Bu Ris,"Warung Bu Ris, Gang Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414035,105.25069
Jolirens King,"Jolirens King, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.41383,105.254588
Warung Neli,"Warung Neli, Gang Satria II, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.413482,105.251442
Geprek Bunchu,"Geprek Bunchu, Gang Bukit 4, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.413155,105.250935
Uduk Yoga,"Uduk Yoga, Jalan Profesor F. Haji Agus Salim, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.411924,105.251186
Bakso Pak Salim,"Bakso Pak Salim, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414546,105.252628
Mie Ayam & Tekwan Mantab,"Mie Ayam & Tekwan Mantab, Gang Satria II, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.413515,105.252133
Bakso Mang Joni,"Bakso Mang Joni, Jalan Profesor F. Haji Agus Salim, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.412129,105.251996
Yussi Akmal,"Yussi Akmal, Jalan Dahlia, Tanjung Raya, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.421428,105.269235
Keude Aceh Warung Makan,"Keude Aceh Warung Makan, Jalan Gajah Mada, Tanjung Raya, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.421284,105.269498
Lesehan Klaten,"Lesehan Klaten, Jalan Kartini, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.412302,105.255955
Martabak Ewok,"Martabak Ewok, Jalan Profesor F. Haji Agus Salim, Kebonjeruk, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.412059,105.255834
Warung Seblak Dower,"Warung Seblak Dower, Gang Senen, Kebonjeruk, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.412368,105.252308
Sain Deli,"Sain Deli, Jalan Dahlia, Tanjung Raya, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.420992,105.269018
Nugie Food,"Nugie Food, Gang Sukasari, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.411833,105.248779
Ayam Semanggi Gajah Mada,"Ayam Semanggi Gajah Mada, Jalan Mayjen Sutiyoso 2, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.41765,105.267449
Pempek Cik Meing,"Pempek Cik Meing, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420114,105.26903
Roti Bakar Eki,"Roti Bakar Eki, Jalan Gajah Mada, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.41998,105.269966
Dapur Kayla,"Dapur Kayla, Gang Swadaya, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.418025,105.274474
Tiwul Goreng Ibu Romlah,"Tiwul Goreng Ibu Romlah, Jalan Maleo, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.416389,105.27103
Dapoer Abi,"Dapoer Abi, Jalan Dokter Harun II, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.414407,105.272371
Wadidaw GIE,"Wadidaw GIE, Jalan Perintis Kemerdekaan, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418304,105.271094
Gudeg Ria,"Gudeg Ria, Jalan Beo, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.4135,105.269165
Raihan Catering,"Raihan Catering, Jalan Haji Said, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.417653,105.276535
Kaki Lapan Resto,"Kaki Lapan Resto, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435463,105.281588
Martabak Damang,"Martabak Damang, Jalan Haji Jamaludin, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.416454,105.267222
Ayam Geprek SB 21,"Ayam Geprek SB 21, Jalan Haji Said, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.419331,105.274336
Karibian Dessert,"Karibian Dessert, Jalan Perintis Kemerdekaan, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417491,105.271027
Warung Pecel Teh Anita,"Warung Pecel Teh Anita, Jalan Dokter Harun II, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.414271,105.270382
RM Ampera Viola,"RM Ampera Viola, Jalan Doktorandus Haji Fauzi Saleh, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.41808,105.273621
Warung Uduk Bude,"Warung Uduk Bude, Gang Abdul Fatah Kotabaru, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413661,105.271149
Kangen Nyos Group,"Kangen Nyos Group, Jalan Perintis Kemerdekaan, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418496,105.27056
Ay Ay Dimsum,"Ay Ay Dimsum, Jalan Haji Said, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.419221,105.275055
Warung Sawo,"Warung Sawo, Gang Masjid Nurul Yaqin, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435264,105.282391
Mie Ayam Emma,"Mie Ayam Emma, Jalan Serasan I, Tanjung Gading, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.434633,105.281005
Nasi Uduk BuAni,"Nasi Uduk BuAni, Jalan Haji Said, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.418784,105.274391
Mr Babah Lampung,"Mr Babah Lampung, Gang Swadaya, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.417608,105.273808
Sate Cak Bakri,"Sate Cak Bakri, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435794,105.282934
Mie Ayam Syafira,"Mie Ayam Syafira, Jalan Terusan Selamet Riyadi, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.43569,105.283594
Warung NAsi Uduk Ibu Rusmini,"Warung NAsi Uduk Ibu Rusmini, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.434312,105.279459
Golden Star Food Festival,"Golden Star Food Festival, Gang Masjid Nurul Yaqin, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435302,105.282046
Pecel Lele Bu Mun,"Pecel Lele Bu Mun, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.436055,105.282442
Ariani Pempek,"Ariani Pempek, Jalan Selamet Riyadi II, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.437144,105.288493
Ayam Geprek Ibu Juleha,"Ayam Geprek Ibu Juleha, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.436316,105.288876
Ampera Takanajuo,"Ampera Takanajuo, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.442932,105.292016
RM Umega Jaya,"RM Umega Jaya, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.436733,105.288321
Vezzo Steak and Wine,"Vezzo Steak and Wine, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.436104,105.287269
The Hevn,"The Hevn, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.436235,105.287993
Warung Nasi Sambal Asin,"Warung Nasi Sambal Asin, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.436148,105.287544
RM Ayam Bakar Pak Kumis,"RM Ayam Bakar Pak Kumis, Gang Fayakun, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.436066,105.286986
Pepes PU Nasi Timbel,"Pepes PU Nasi Timbel, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.435625,105.287401
Pindang Mak Aki,"Pindang Mak Aki, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.44283,105.291888
Nasi Uduk Tama,"Nasi Uduk Tama, Jalan Dokter Harun I, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.415078,105.266261
Ayam Geprek Babe,"Ayam Geprek Babe, Jalan Dokter Harun I, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.415095,105.264263
Jajanin Bandar Lampung,"Jajanin Bandar Lampung, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416085,105.262779
Bubur Kacang Hijau Rahmad,"Bubur Kacang Hijau Rahmad, Gang Haji Mutiah, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.414445,105.266347
Bakso Iga Acil 2,"Bakso Iga Acil 2, Jalan Dokter Harun I, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.415232,105.263539
Kedai 720,"Kedai 720, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416286,105.262636
Natha Creakers,"Natha Creakers, Jalan Dokter Harun I, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.415503,105.265716
WArung Makan Oma,"WArung Makan Oma, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416172,105.263048
Kantin Miaga,"Kantin Miaga, Jalan Hos Cokroaminoto, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.41553,105.261149
Rumah Dimsum,"Rumah Dimsum, Jalan Kamboja, Enggal, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.413834,105.259571
Bakso Solo Baru,"Bakso Solo Baru, Jalan Hos Cokroaminoto, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417426,105.262441
Mekar Harum Jaya,"Mekar Harum Jaya, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452385,105.252345
Mia Ayam Bakso Solihin,"Mia Ayam Bakso Solihin, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452111,105.251647
Ramen Mekedak,"Ramen Mekedak, Jalan Hos Cokroaminoto, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417568,105.26249
{empek Cuko 234,"{empek Cuko 234, Jalan M. Saleh, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417124,105.264895
Ayam Geprek Hijrah,"Ayam Geprek Hijrah, Gang Damastik, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.41644,105.262238
Nasi Uduk Ona,"Nasi Uduk Ona, Gang Kuweni, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.412691,105.259594
Mie Ayam Bakso Rel,"Mie Ayam Bakso Rel, Jalan Rawa Subur, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.415922,105.261239
Warung Makan Nasi Enggal,"Warung Makan Nasi Enggal, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416809,105.262429
