nama,alamat,lat,long,image_filename
Pempek Mang Ujuk,"Pempek Mang Ujuk, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.415949,105.255399,img_402_Pempek-Mang-Ujuk.jpeg
Warung NAsi Uduk Jengkol,"Warung NAsi Uduk Jengkol, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419595,105.25481,img_403_Warung-NAsi-Uduk-Jengkol.jpg
Ampera Pak Atek,"Ampera Pak Atek, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.390336,105.266638,img_404_Ampera-Pak-Atek.png
RM Uda Sayang,"RM Uda Sayang, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420522,105.254997,img_405_RM-Uda-Sayang.jpg
Sate Armada's,"Sate Armada's, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418459,105.254779,img_406_Sate-Armada-s.jpg
Bakso Dono,"Bakso Dono, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414562,105.256053,img_407_Bakso-Dono.jpg
Warung Bude Misjon,"Warung Bude Misjon, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.4176,105.255056,img_408_Warung-Bude-Misjon.jpg
Warung Makan Teteh,"Warung Makan Teteh, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414918,105.25644,img_409_Warung-Makan-Teteh.jpg
Warung Mak Indul,"Warung Mak Indul, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.415687,105.256362,img_410_Warung-Mak-Indul.jpg
Mushola Al Islah,"Mushola Al Islah, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414364,105.256715,img_411_Mushola-Al-Islah.jpg
Warung Pecel Bu Wati,"Warung Pecel Bu Wati, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.41472,105.251809,img_412_Warung-Pecel-Bu-Wati.jpeg
Rindut,"Rindut, Jalan Danau Toba, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.391368,105.266245,img_413_Rindut.jpg
Asinan Pak De Saburai,"Asinan Pak De Saburai, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.415789,105.256557,img_414_Asinan-Pak-De-Saburai.webp
Dapoer Mama 214,"Dapoer Mama 214, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.387576,105.267306,img_415_Dapoer-Mama-214.jpg
Eat Buds,"Eat Buds, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.413976,105.256678,img_416_Eat-Buds.jpg
Bakso Tom,"Bakso Tom, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.387371,105.267287,img_417_Bakso-Tom.jpg
Nasi Uduk Bi Matsu,"Nasi Uduk Bi Matsu, Gang Umi Mastia, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414961,105.25266,img_418_Nasi-Uduk-Bi-Matsu.jpg
Warung Askan,"Warung Askan, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414478,105.253275,img_419_Warung-Askan.jpg
Nasi Uduk Mak Sisu,"Nasi Uduk Mak Sisu, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.3876,105.267069,img_420_Nasi-Uduk-Mak-Sisu.jpg
Nasi Uduk Bandung Goceng,"Nasi Uduk Bandung Goceng, Jalan Profesor F. Haji Agus Salim, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.411687,105.249572,img_421_Nasi-Uduk-Bandung-Goceng.jpg
Kedai Cek Mar,"Kedai Cek Mar, Jalan Sasonoloyo 1, Jagabaya II, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.392341,105.266426,img_422_Kedai-Cek-Mar.jpg
Mak Benk Gorengan,"Mak Benk Gorengan, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414692,105.252832,img_423_Mak-Benk-Gorengan.jpg
Tiga Saudara,"Tiga Saudara, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414251,105.253149,img_424_Tiga-Saudara.jpg
Warung Bu Ris,"Warung Bu Ris, Gang Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414035,105.25069,img_425_Warung-Bu-Ris.jpeg
Jolirens King,"Jolirens King, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.41383,105.254588,img_426_Jolirens-King.jpg
Warung Neli,"Warung Neli, Gang Satria II, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.413482,105.251442,img_427_Warung-Neli.jpg
Geprek Bunchu,"Geprek Bunchu, Gang Bukit 4, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.413155,105.250935,img_428_Geprek-Bunchu.jpg
Uduk Yoga,"Uduk Yoga, Jalan Profesor F. Haji Agus Salim, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.411924,105.251186,img_429_Uduk-Yoga.jpg
Bakso Pak Salim,"Bakso Pak Salim, Jalan Raden Patah, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.414546,105.252628,img_430_Bakso-Pak-Salim.jpg
Mie Ayam & Tekwan Mantab,"Mie Ayam & Tekwan Mantab, Gang Satria II, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.413515,105.252133,img_431_Mie-Ayam-Tekwan-Mantab.jpg
Bakso Mang Joni,"Bakso Mang Joni, Jalan Profesor F. Haji Agus Salim, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.412129,105.251996,img_432_Bakso-Mang-Joni.webp
Yussi Akmal,"Yussi Akmal, Jalan Dahlia, Tanjung Raya, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.421428,105.269235,img_433_Yussi-Akmal.jpg
Keude Aceh Warung Makan,"Keude Aceh Warung Makan, Jalan Gajah Mada, Tanjung Raya, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.421284,105.269498,img_434_Keude-Aceh-Warung-Makan.jpg
Lesehan Klaten,"Lesehan Klaten, Jalan Kartini, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.412302,105.255955,img_435_Lesehan-Klaten.jpg
Martabak Ewok,"Martabak Ewok, Jalan Profesor F. Haji Agus Salim, Kebonjeruk, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.412059,105.255834,img_436_Martabak-Ewok.jpg
Warung Seblak Dower,"Warung Seblak Dower, Gang Senen, Kebonjeruk, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.412368,105.252308,img_437_Warung-Seblak-Dower.jpg
Sain Deli,"Sain Deli, Jalan Dahlia, Tanjung Raya, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.420992,105.269018,img_438_Sain-Deli.jpeg
Nugie Food,"Nugie Food, Gang Sukasari, Kaliawi, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.411833,105.248779,img_439_Nugie-Food.jpg
Ayam Semanggi Gajah Mada,"Ayam Semanggi Gajah Mada, Jalan Mayjen Sutiyoso 2, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.41765,105.267449,img_440_Ayam-Semanggi-Gajah-Mada.jpg
Pempek Cik Meing,"Pempek Cik Meing, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420114,105.26903,img_441_Pempek-Cik-Meing.png
Roti Bakar Eki,"Roti Bakar Eki, Jalan Gajah Mada, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.41998,105.269966,img_442_Roti-Bakar-Eki.jpg
Dapur Kayla,"Dapur Kayla, Gang Swadaya, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.418025,105.274474,img_443_Dapur-Kayla.jpg
Tiwul Goreng Ibu Romlah,"Tiwul Goreng Ibu Romlah, Jalan Maleo, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.416389,105.27103,img_444_Tiwul-Goreng-Ibu-Romlah.jpg
Dapoer Abi,"Dapoer Abi, Jalan Dokter Harun II, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.414407,105.272371,img_445_Dapoer-Abi.jpg
Wadidaw GIE,"Wadidaw GIE, Jalan Perintis Kemerdekaan, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418304,105.271094,img_446_Wadidaw-GIE.jpg
Gudeg Ria,"Gudeg Ria, Jalan Beo, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.4135,105.269165,img_447_Gudeg-Ria.png
Raihan Catering,"Raihan Catering, Jalan Haji Said, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.417653,105.276535,img_448_Raihan-Catering.jpg
Kaki Lapan Resto,"Kaki Lapan Resto, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435463,105.281588,img_449_Kaki-Lapan-Resto.jpg
Martabak Damang,"Martabak Damang, Jalan Haji Jamaludin, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.416454,105.267222,img_450_Martabak-Damang.jpg
Ayam Geprek SB 21,"Ayam Geprek SB 21, Jalan Haji Said, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.419331,105.274336,img_451_Ayam-Geprek-SB-21.jpg
Karibian Dessert,"Karibian Dessert, Jalan Perintis Kemerdekaan, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417491,105.271027,img_452_Karibian-Dessert.jpg
Warung Pecel Teh Anita,"Warung Pecel Teh Anita, Jalan Dokter Harun II, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.414271,105.270382,img_453_Warung-Pecel-Teh-Anita.jpeg
RM Ampera Viola,"RM Ampera Viola, Jalan Doktorandus Haji Fauzi Saleh, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.41808,105.273621,img_454_RM-Ampera-Viola.jpg
Warung Uduk Bude,"Warung Uduk Bude, Gang Abdul Fatah Kotabaru, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413661,105.271149,img_455_Warung-Uduk-Bude.jpg
Kangen Nyos Group,"Kangen Nyos Group, Jalan Perintis Kemerdekaan, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418496,105.27056,img_456_Kangen-Nyos-Group.jpeg
Ay Ay Dimsum,"Ay Ay Dimsum, Jalan Haji Said, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.419221,105.275055,img_457_Ay-Ay-Dimsum.jpg
Warung Sawo,"Warung Sawo, Gang Masjid Nurul Yaqin, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435264,105.282391,img_458_Warung-Sawo.jpg
Mie Ayam Emma,"Mie Ayam Emma, Jalan Serasan I, Tanjung Gading, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.434633,105.281005,img_459_Mie-Ayam-Emma.jpg
Nasi Uduk BuAni,"Nasi Uduk BuAni, Jalan Haji Said, Kota Baru, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.418784,105.274391,img_460_Nasi-Uduk-BuAni.jpg
Mr Babah Lampung,"Mr Babah Lampung, Gang Swadaya, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.417608,105.273808,img_461_Mr-Babah-Lampung.png
Sate Cak Bakri,"Sate Cak Bakri, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435794,105.282934,img_462_Sate-Cak-Bakri.jpeg
Mie Ayam Syafira,"Mie Ayam Syafira, Jalan Terusan Selamet Riyadi, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.43569,105.283594,img_463_Mie-Ayam-Syafira.jpg
Warung NAsi Uduk Ibu Rusmini,"Warung NAsi Uduk Ibu Rusmini, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.434312,105.279459,img_464_Warung-NAsi-Uduk-Ibu-Rusmini.jpg
Golden Star Food Festival,"Golden Star Food Festival, Gang Masjid Nurul Yaqin, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435302,105.282046,img_465_Golden-Star-Food-Festival.jpg
Pecel Lele Bu Mun,"Pecel Lele Bu Mun, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.436055,105.282442,img_466_Pecel-Lele-Bu-Mun.jpg
Ariani Pempek,"Ariani Pempek, Jalan Selamet Riyadi II, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.437144,105.288493,img_467_Ariani-Pempek.jpg
Ayam Geprek Ibu Juleha,"Ayam Geprek Ibu Juleha, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.436316,105.288876,img_468_Ayam-Geprek-Ibu-Juleha.jpg
Ampera Takanajuo,"Ampera Takanajuo, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.442932,105.292016,img_469_Ampera-Takanajuo.jpeg
RM Umega Jaya,"RM Umega Jaya, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.436733,105.288321,img_470_RM-Umega-Jaya.jpg
Vezzo Steak and Wine,"Vezzo Steak and Wine, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.436104,105.287269,img_471_Vezzo-Steak-and-Wine.jpg
The Hevn,"The Hevn, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.436235,105.287993,img_472_The-Hevn.jpg
Warung Nasi Sambal Asin,"Warung Nasi Sambal Asin, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.436148,105.287544,img_473_Warung-Nasi-Sambal-Asin.jpg
RM Ayam Bakar Pak Kumis,"RM Ayam Bakar Pak Kumis, Gang Fayakun, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.436066,105.286986,img_474_RM-Ayam-Bakar-Pak-Kumis.jpg
Pepes PU Nasi Timbel,"Pepes PU Nasi Timbel, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35245, Indonesia",-5.435625,105.287401,img_475_Pepes-PU-Nasi-Timbel.jpg
Pindang Mak Aki,"Pindang Mak Aki, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.44283,105.291888,img_476_Pindang-Mak-Aki.png
Nasi Uduk Tama,"Nasi Uduk Tama, Jalan Dokter Harun I, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.415078,105.266261,img_477_Nasi-Uduk-Tama.jpg
Ayam Geprek Babe,"Ayam Geprek Babe, Jalan Dokter Harun I, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.415095,105.264263,img_478_Ayam-Geprek-Babe.jpg
Jajanin Bandar Lampung,"Jajanin Bandar Lampung, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416085,105.262779,img_479_Jajanin-Bandar-Lampung.jpg
Bubur Kacang Hijau Rahmad,"Bubur Kacang Hijau Rahmad, Gang Haji Mutiah, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.414445,105.266347,img_480_Bubur-Kacang-Hijau-Rahmad.jpg
Bakso Iga Acil 2,"Bakso Iga Acil 2, Jalan Dokter Harun I, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.415232,105.263539,img_481_Bakso-Iga-Acil-2.jpg
Kedai 720,"Kedai 720, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416286,105.262636,img_482_Kedai-720.jpg
Natha Creakers,"Natha Creakers, Jalan Dokter Harun I, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.415503,105.265716,img_483_Natha-Creakers.jpg
WArung Makan Oma,"WArung Makan Oma, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416172,105.263048,img_484_WArung-Makan-Oma.jpg
Kantin Miaga,"Kantin Miaga, Jalan Hos Cokroaminoto, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.41553,105.261149,img_485_Kantin-Miaga.jpeg
Rumah Dimsum,"Rumah Dimsum, Jalan Kamboja, Enggal, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.413834,105.259571,img_486_Rumah-Dimsum.jpg
Bakso Solo Baru,"Bakso Solo Baru, Jalan Hos Cokroaminoto, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417426,105.262441,img_487_Bakso-Solo-Baru.jpeg
Mekar Harum Jaya,"Mekar Harum Jaya, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452385,105.252345,img_488_Mekar-Harum-Jaya.jpg
Mia Ayam Bakso Solihin,"Mia Ayam Bakso Solihin, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452111,105.251647,img_489_Mia-Ayam-Bakso-Solihin.jpg
Ramen Mekedak,"Ramen Mekedak, Jalan Hos Cokroaminoto, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417568,105.26249,img_490_Ramen-Mekedak.jpg
{empek Cuko 234,"{empek Cuko 234, Jalan M. Saleh, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417124,105.264895,img_491_empek-Cuko-234.jpg
Ayam Geprek Hijrah,"Ayam Geprek Hijrah, Gang Damastik, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.41644,105.262238,img_492_Ayam-Geprek-Hijrah.jpg
Nasi Uduk Ona,"Nasi Uduk Ona, Gang Kuweni, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.412691,105.259594,img_493_Nasi-Uduk-Ona.jpg
Mie Ayam Bakso Rel,"Mie Ayam Bakso Rel, Jalan Rawa Subur, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.415922,105.261239,img_494_Mie-Ayam-Bakso-Rel.jpg
Warung Makan Nasi Enggal,"Warung Makan Nasi Enggal, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416809,105.262429,img_495_Warung-Makan-Nasi-Enggal.jpeg
Nasi Uduk Teh Imas,"Nasi Uduk Teh Imas, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.461972,105.249582,img_496_Nasi-Uduk-Teh-Imas.jpg
Warung Nasi Mama Agung,"Warung Nasi Mama Agung, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.450614,105.255978,img_497_Warung-Nasi-Mama-Agung.jpg
Ayam Geprek Juara,"Ayam Geprek Juara, Jalan Hos Cokroaminoto, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417193,105.262411,img_498_Ayam-Geprek-Juara.jpg
Geprek Hanung,"Geprek Hanung, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.461174,105.250808,img_499_Geprek-Hanung.jpg
Warung Atiqa,"Warung Atiqa, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.460568,105.251201,img_500_Warung-Atiqa.jpg
Juwan Corner,"Juwan Corner, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416802,105.264684,img_501_Juwan-Corner.png
Rumah Makan Mang Edeng,"Rumah Makan Mang Edeng, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416887,105.264435,img_502_Rumah-Makan-Mang-Edeng.jpg
Warung Ibu Sukanah,"Warung Ibu Sukanah, Jalan M. Saleh, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416776,105.265178,img_503_Warung-Ibu-Sukanah.jpg
Bakso Idola Ms Iwan,"Bakso Idola Ms Iwan, Gang Barokah, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.460461,105.25151,img_504_Bakso-Idola-Ms-Iwan.jpg
Warung Soto Bu Dewi,"Warung Soto Bu Dewi, Jalan Laksamana R.E. Martadinata, Bandar Lampung, Pesawaran, Lampung, Sumatra, 35223, Indonesia",-5.463927,105.248026,img_505_Warung-Soto-Bu-Dewi.jpg
RM Palapa Raya,"RM Palapa Raya, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.46257,105.249328,img_506_RM-Palapa-Raya.jpg
Warung Bakso Model,"Warung Bakso Model, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.462685,105.249332,img_507_Warung-Bakso-Model.png
Ujang Family,"Ujang Family, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452578,105.252263,img_508_Ujang-Family.jpg
Ayam Geprek Mama Salsa,"Ayam Geprek Mama Salsa, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452346,105.252065,img_509_Ayam-Geprek-Mama-Salsa.jpeg
Warung Seblak Rumah Kenan,"Warung Seblak Rumah Kenan, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.451134,105.256085,img_510_Warung-Seblak-Rumah-Kenan.jpg
Bakso Knalpot 2,"Bakso Knalpot 2, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452346,105.249078,img_511_Bakso-Knalpot-2.jpg
Nasi Uduk Teh Ipit,"Nasi Uduk Teh Ipit, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.44809,105.254942,img_512_Nasi-Uduk-Teh-Ipit.jpg
Telur Gulung Nice,"Telur Gulung Nice, Gang Barokah, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.460677,105.251645,img_513_Telur-Gulung-Nice.jpg
Warung Tulangan Mak Ara,"Warung Tulangan Mak Ara, Jalan Makmun Isya, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.448925,105.254966,img_514_Warung-Tulangan-Mak-Ara.jpg
Tahu Krispi Pedas,"Tahu Krispi Pedas, Gang Jati, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452815,105.25389,img_515_Tahu-Krispi-Pedas.jpg
RM Raja Murah,"RM Raja Murah, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.463035,105.249083,img_516_RM-Raja-Murah.jpg
Gorengan Bang Riki,"Gorengan Bang Riki, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452135,105.249407,img_517_Gorengan-Bang-Riki.jpeg
Warung Ibu Nur,"Warung Ibu Nur, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.449948,105.255574,img_518_Warung-Ibu-Nur.jpg
Warung Pecel nenek Sila,"Warung Pecel nenek Sila, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.447777,105.254464,img_519_Warung-Pecel-nenek-Sila.jpeg
Dapoer mama Ita,"Dapoer mama Ita, Jalan Timor, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.450566,105.255667,img_520_Dapoer-mama-Ita.jpg
Warung Bu Dewi,"Warung Bu Dewi, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452496,105.253749,img_521_Warung-Bu-Dewi.jpg
Kedai Kabita,"Kedai Kabita, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452541,105.252138,img_522_Kedai-Kabita.jpg
Bakso Rahayu Mas Dani,"Bakso Rahayu Mas Dani, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452482,105.254866,img_523_Bakso-Rahayu-Mas-Dani.jpg
Saung Sunda,"Saung Sunda, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452345,105.252151,img_524_Saung-Sunda.jpg
Dapur Mom Hits,"Dapur Mom Hits, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452221,105.249918,img_525_Dapur-Mom-Hits.jpg
Pecel lele Setia,"Pecel lele Setia, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452293,105.255027,img_526_Pecel-lele-Setia.jpg
Bakso Selirit Pak De,"Bakso Selirit Pak De, Gang Melati Bakung 2, Talang, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452011,105.249697,img_527_Bakso-Selirit-Pak-De.jpg
Warung Sop Iyah,"Warung Sop Iyah, Gang Haji Masin, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418137,105.264358,img_528_Warung-Sop-Iyah.jpg
Takana Padang,"Takana Padang, Gang Damastik, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.419279,105.267043,img_529_Takana-Padang.jpg
Warung Makan Aji,"Warung Makan Aji, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418054,105.2648,img_530_Warung-Makan-Aji.jpg
Pempek Cek Mimi,"Pempek Cek Mimi, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418646,105.265523,img_531_Pempek-Cek-Mimi.jpg
